,demo_time,llm_time,rewriter_time
0,1.1812331676483154,0.0,7.152557373046875e-06
1,1.0474750995635986,1.6520321369171143,1.1974399089813232
2,1.1433982849121094,1.746696949005127,5.270893812179565
3,1.1498768329620361,1.9073486328125e-06,6.9141387939453125e-06
4,1.2016658782958984,9.5367431640625e-07,4.0531158447265625e-06
5,1.170605182647705,9.5367431640625e-07,2.86102294921875e-06
6,1.1996140480041504,2.1457672119140625e-06,4.76837158203125e-06
7,1.11077880859375,1.1920928955078125e-06,4.76837158203125e-06
8,1.0851609706878662,1.9073486328125e-06,4.0531158447265625e-06
9,1.1426818370819092,1.9073486328125e-06,5.245208740234375e-06
10,1.0964159965515137,9.5367431640625e-07,5.0067901611328125e-06
11,1.1640057563781738,1.877197027206421,5.129064083099365
12,1.1915500164031982,2.1457672119140625e-06,5.9604644775390625e-06
13,1.1748909950256348,2.1457672119140625e-06,4.0531158447265625e-06
14,1.180171012878418,1.9073486328125e-06,4.0531158447265625e-06
15,1.186734914779663,9.5367431640625e-07,4.0531158447265625e-06
16,1.1427042484283447,1.9073486328125e-06,5.245208740234375e-06
17,1.1485958099365234,9.5367431640625e-07,4.0531158447265625e-06
18,1.1669361591339111,2.1457672119140625e-06,4.0531158447265625e-06
19,1.1278700828552246,2.715834140777588,4.892715930938721
20,1.1040370464324951,1.1920928955078125e-06,5.7220458984375e-06
21,1.2405669689178467,1.1920928955078125e-06,4.76837158203125e-06
22,1.075510025024414,2.4954402446746826,6.337533950805664
23,1.0938589572906494,2.8377068042755127,6.304771900177002
24,1.1796278953552246,2.1457672119140625e-06,5.0067901611328125e-06
25,1.1884691715240479,9.5367431640625e-07,7.867813110351562e-06
26,1.199073076248169,2.711293935775757,6.254072904586792
27,1.1201238632202148,1.8904290199279785,3.7791972160339355
28,1.2449979782104492,2.390003204345703,5.126752853393555
29,1.242429256439209,1.9073486328125e-06,6.9141387939453125e-06
30,1.1231131553649902,2.1457672119140625e-06,5.0067901611328125e-06
31,1.232672929763794,1.1920928955078125e-06,4.0531158447265625e-06
32,1.096992015838623,9.5367431640625e-07,4.0531158447265625e-06
33,1.2325878143310547,3.0994415283203125e-06,3.814697265625e-06
34,1.133223295211792,9.5367431640625e-07,3.0994415283203125e-06
35,1.1547410488128662,9.5367431640625e-07,4.0531158447265625e-06
36,1.1736109256744385,2.1457672119140625e-06,4.0531158447265625e-06
37,1.136448860168457,1.9424359798431396,3.9585518836975098
38,1.148305892944336,2.391772985458374,6.156416177749634
39,1.242321252822876,1.9073486328125e-06,4.0531158447265625e-06
40,1.1514122486114502,1.6689300537109375e-06,4.291534423828125e-06
41,1.2016520500183105,2.1457672119140625e-06,4.0531158447265625e-06
42,1.227405071258545,1.1920928955078125e-06,4.0531158447265625e-06
43,1.1056828498840332,9.5367431640625e-07,5.9604644775390625e-06
44,1.1177752017974854,1.1920928955078125e-06,3.814697265625e-06
45,1.0948121547698975,9.5367431640625e-07,3.0994415283203125e-06
46,1.1930019855499268,2.404573917388916,5.264631032943726
47,1.140084981918335,2.1457672119140625e-06,5.7220458984375e-06
48,1.1467320919036865,2.739689350128174,6.750992774963379
49,1.1349141597747803,1.1920928955078125e-06,4.76837158203125e-06
50,1.218480110168457,1.9073486328125e-06,4.0531158447265625e-06
51,1.1691389083862305,2.0234899520874023,4.010166883468628
52,1.2018780708312988,1.9073486328125e-06,6.9141387939453125e-06
53,1.2010650634765625,9.5367431640625e-07,4.0531158447265625e-06
54,1.1733810901641846,9.5367431640625e-07,3.814697265625e-06
55,1.1491000652313232,2.4262290000915527,5.567365884780884
56,1.1924071311950684,2.86102294921875e-06,6.198883056640625e-06
57,1.1914591789245605,1.6689300537109375e-06,4.0531158447265625e-06
58,1.1930210590362549,1.754714012145996,4.023707866668701
59,1.1356220245361328,9.5367431640625e-07,5.7220458984375e-06
60,1.111100196838379,3.1364619731903076,10.742302894592285
61,1.1733601093292236,1.7988250255584717,4.878086805343628
62,1.1732900142669678,1.6689300537109375e-06,4.0531158447265625e-06
63,1.1937940120697021,3.2656357288360596,10.306607007980347
64,1.0883290767669678,2.8201069831848145,9.942936658859253
65,1.0867242813110352,2.1457672119140625e-06,3.814697265625e-06
66,1.0711941719055176,1.9073486328125e-06,4.0531158447265625e-06
67,1.1327259540557861,2.1457672119140625e-06,3.814697265625e-06
68,1.1993060111999512,6.198883056640625e-06,4.76837158203125e-06
69,1.1922318935394287,1.1920928955078125e-06,2.86102294921875e-06
70,1.1834540367126465,2.62351393699646,6.786212921142578
71,1.1664462089538574,2.1457672119140625e-06,6.198883056640625e-06
72,1.2135229110717773,3.0994415283203125e-06,5.0067901611328125e-06
73,1.1347367763519287,9.5367431640625e-07,3.0994415283203125e-06
74,1.1506719589233398,1.8539741039276123,6.468165159225464
75,1.2323880195617676,9.5367431640625e-07,5.9604644775390625e-06
