,demo_time,llm_time,rewriter_time
0,1.0273091793060303,1.5020928382873535,1.1582131385803223
1,0.9743330478668213,1.8554201126098633,1.131105899810791
2,1.0088698863983154,9.5367431640625e-07,1.0913569927215576
3,0.999392032623291,2.620347261428833,1.1677460670471191
4,0.9799458980560303,0.9030148983001709,1.0753920078277588
5,0.998297929763794,1.8777101039886475,1.1504359245300293
6,1.0027997493743896,2.3211660385131836,1.1534218788146973
7,1.002385139465332,1.9073486328125e-06,1.0359392166137695
8,0.9894289970397949,1.6689300537109375e-06,1.0772881507873535
9,1.0244390964508057,1.1920928955078125e-06,1.0794589519500732
10,0.998431921005249,1.4204790592193604,1.1064801216125488
11,1.0141241550445557,1.109208106994629,1.113901138305664
12,1.012077808380127,9.5367431640625e-07,1.0593421459197998
13,0.9949519634246826,6.1810081005096436,1.1619141101837158
14,0.9948091506958008,0.829603910446167,1.1120221614837646
15,1.0052158832550049,2.4617838859558105,1.1373980045318604
16,1.008772850036621,1.2377080917358398,1.0908739566802979
17,1.0258591175079346,3.0994415283203125e-06,1.0924668312072754
18,1.004155158996582,1.962378978729248,1.174206256866455
19,1.000990390777588,1.7166712284088135,1.1398100852966309
20,1.0051679611206055,0.9653100967407227,1.0979421138763428
21,0.999882698059082,1.1920928955078125e-06,1.1106290817260742
22,1.0157880783081055,9.5367431640625e-07,1.077436923980713
23,0.9837679862976074,2.1457672119140625e-06,1.0658960342407227
24,1.0049588680267334,9.5367431640625e-07,1.0812339782714844
25,0.9877147674560547,0.9982039928436279,1.0915040969848633
26,1.006422758102417,1.331230878829956,1.1314902305603027
27,0.9842026233673096,1.2633731365203857,1.1247150897979736
28,0.9958758354187012,9.5367431640625e-07,1.090806007385254
29,0.9929437637329102,1.2955739498138428,1.117798089981079
30,1.007369041442871,1.3171110153198242,1.137634038925171
31,1.0342392921447754,1.4243249893188477,1.1093218326568604
32,1.0087449550628662,9.5367431640625e-07,1.0741231441497803
33,0.9951169490814209,1.3981068134307861,1.102909803390503
34,1.014585256576538,1.9073486328125e-06,1.0820879936218262
35,0.9886162281036377,4.0531158447265625e-06,1.0892808437347412
36,1.0151753425598145,1.1920928955078125e-06,1.078326940536499
37,1.0271079540252686,1.9073486328125e-06,1.0585088729858398
38,1.0076608657836914,0.9399917125701904,1.1326661109924316
39,1.0087943077087402,9.5367431640625e-07,1.1367928981781006
40,1.0297391414642334,3.0994415283203125e-06,1.1391589641571045
41,1.0031321048736572,1.5262179374694824,1.1089248657226562
42,0.9996919631958008,1.3747739791870117,1.1680986881256104
43,1.0208089351654053,9.5367431640625e-07,1.0836341381072998
44,1.0090248584747314,1.7732789516448975,1.1203339099884033
45,1.0165948867797852,9.5367431640625e-07,1.0924530029296875
46,0.9908952713012695,1.241504192352295,1.0920250415802002
47,1.018726110458374,1.1920928955078125e-06,1.0888009071350098
48,1.0001063346862793,1.3394908905029297,1.1539361476898193
49,0.9798760414123535,1.8547918796539307,1.1329352855682373
50,0.9814069271087646,1.7680351734161377,1.1268911361694336
51,0.9878170490264893,1.2769789695739746,1.13161301612854
52,1.0143542289733887,9.5367431640625e-07,1.070451021194458
53,1.015476942062378,1.1920928955078125e-06,1.075711965560913
54,1.0023818016052246,3.995845079421997,1.1289820671081543
55,0.9814789295196533,1.5961058139801025,1.133937120437622
56,0.9891388416290283,9.5367431640625e-07,1.068720817565918
57,1.0153801441192627,9.5367431640625e-07,1.0973420143127441
58,0.99503493309021,1.1920928955078125e-06,1.1268436908721924
59,1.0096940994262695,1.0849850177764893,1.1661601066589355
60,1.0038361549377441,0.9830451011657715,1.1248950958251953
61,0.9992809295654297,1.9073486328125e-06,1.119894027709961
62,1.0110890865325928,9.5367431640625e-07,1.1162981986999512
63,1.0340731143951416,1.6294479370117188,1.1410140991210938
64,1.0197720527648926,1.1920928955078125e-06,1.1068480014801025
65,1.0093460083007812,1.1325929164886475,1.1258609294891357
66,1.019623041152954,9.5367431640625e-07,1.1017961502075195
67,1.0113286972045898,1.3914248943328857,1.1795220375061035
68,0.9595861434936523,2.1457672119140625e-06,1.0713210105895996
69,1.0259461402893066,2.6168510913848877,1.1911389827728271
70,1.060865879058838,9.5367431640625e-07,1.09409499168396
71,0.9979712963104248,1.1515169143676758,1.1186492443084717
72,0.9936168193817139,0.5590641498565674,1.1157498359680176
73,0.9969689846038818,1.8565609455108643,1.1121299266815186
74,1.0395441055297852,2.4917140007019043,1.1611709594726562
75,0.9720320701599121,1.9984300136566162,1.1441919803619385
76,0.9784071445465088,1.402789831161499,1.1026568412780762
77,0.9838290214538574,1.3798940181732178,1.1405129432678223
78,1.008528232574463,9.5367431640625e-07,1.1190457344055176
79,0.9924538135528564,1.3664300441741943,1.1601557731628418
80,1.0311973094940186,1.9073486328125e-06,1.0934298038482666
81,1.0037040710449219,1.3519139289855957,1.1823341846466064
82,1.026254653930664,9.5367431640625e-07,1.1018791198730469
83,1.0260930061340332,0.0,1.1669228076934814
84,1.061349868774414,9.5367431640625e-07,1.1479880809783936
85,1.0385408401489258,0.7447359561920166,1.1689989566802979
86,1.0508160591125488,9.5367431640625e-07,1.1176247596740723
87,1.0814800262451172,7.152557373046875e-07,1.1191210746765137
88,1.0602171421051025,9.5367431640625e-07,1.1446847915649414
89,1.0649809837341309,5.410344123840332,1.2223517894744873
90,1.0497758388519287,1.396428108215332,1.1924717426300049
91,1.0608110427856445,1.1920928955078125e-06,1.1257641315460205
92,1.0398588180541992,9.5367431640625e-07,1.1253390312194824
93,1.0284290313720703,1.1321039199829102,1.1761538982391357
94,1.0454769134521484,2.8507699966430664,1.212184190750122
95,1.081221103668213,9.5367431640625e-07,1.0963349342346191
96,1.0012731552124023,1.1290240287780762,1.1576929092407227
97,1.0598671436309814,1.273799180984497,1.1537551879882812
98,1.0482523441314697,0.9179530143737793,1.1627967357635498
99,1.0650990009307861,1.2976739406585693,1.1836950778961182
100,1.027947187423706,1.9073486328125e-06,1.1305007934570312
101,1.0036029815673828,1.1403989791870117,1.1558427810668945
102,1.0446529388427734,9.5367431640625e-07,1.1133511066436768
103,1.0235121250152588,9.5367431640625e-07,1.1404008865356445
104,1.0596539974212646,1.9073486328125e-06,1.087942361831665
105,1.0224108695983887,2.1457672119140625e-06,1.1402649879455566
