116,tpch,"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'floral%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1997-01-01' and l_shipdate < date '1997-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'PERU' order by s_name;","SELECT t0.s_name, t0.s_address FROM (SELECT * FROM supplier, (SELECT * FROM nation WHERE n_name = 'PERU') AS t WHERE supplier.s_nationkey = t.n_nationkey) AS t0, (SELECT t4.ps_suppkey FROM (SELECT * FROM partsupp, (SELECT p_partkey FROM part WHERE p_name LIKE 'floral%' GROUP BY p_partkey) AS t3 WHERE partsupp.ps_partkey = t3.p_partkey) AS t4, (SELECT l_partkey, l_suppkey, SUM(l_quantity) AS f2 FROM lineitem WHERE l_shipdate >= DATE '1997-01-01' AND l_shipdate < (DATE '1997-01-01' + INTERVAL '1' YEAR) GROUP BY l_partkey, l_suppkey) AS t7 WHERE t4.ps_partkey = t7.l_partkey AND t4.ps_suppkey = t7.l_suppkey AND t4.ps_availqty > 0.5 * t7.f2 GROUP BY t4.ps_suppkey) AS t11 WHERE t0.s_suppkey = t11.ps_suppkey ORDER BY t0.s_name","['FILTER_INTO_JOIN', 'JOIN_EXTRACT_FILTER', 'FILTER_REDUCE_EXPRESSIONS']","[""select o_year, sum(case when nation = 'UNITED STATES' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'AMERICA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'STANDARD BURNISHED COPPER' ) as all_nations group by o_year order by o_year;""]","[""['FILTER_INTO_JOIN', 'JOIN_EXTRACT_FILTER', 'PROJECT_TO_CALC', 'FILTER_INTO_JOIN']""]"
135,tpch,"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'gainsboro%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1995-01-01' and l_shipdate < date '1995-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'MOROCCO' order by s_name;","SELECT supplier.s_name, supplier.s_address FROM supplier INNER JOIN (SELECT * FROM nation WHERE n_name = 'MOROCCO') AS t ON supplier.s_nationkey = t.n_nationkey INNER JOIN (SELECT partsupp.ps_suppkey FROM partsupp INNER JOIN (SELECT p_partkey FROM part WHERE p_name LIKE 'gainsboro%' GROUP BY p_partkey) AS t2 ON partsupp.ps_partkey = t2.p_partkey INNER JOIN (SELECT l_partkey, l_suppkey, SUM(l_quantity) AS f2 FROM lineitem WHERE l_shipdate >= DATE '1995-01-01' AND l_shipdate < (DATE '1995-01-01' + INTERVAL '1' YEAR) GROUP BY l_partkey, l_suppkey) AS t5 ON partsupp.ps_partkey = t5.l_partkey AND partsupp.ps_suppkey = t5.l_suppkey AND partsupp.ps_availqty > 0.5 * t5.f2 GROUP BY partsupp.ps_suppkey) AS t8 ON supplier.s_suppkey = t8.ps_suppkey ORDER BY supplier.s_name","['FILTER_INTO_JOIN', 'FILTER_REDUCE_EXPRESSIONS']","[""select supp_nation, cust_nation, l_year, sum(volume) as revenue from ( select n1.n_name as supp_nation, n2.n_name as cust_nation, extract(year from l_shipdate) as l_year, l_extendedprice * (1 - l_discount) as volume from supplier, lineitem, orders, customer, nation n1, nation n2 where s_suppkey = l_suppkey and o_orderkey = l_orderkey and c_custkey = o_custkey and s_nationkey = n1.n_nationkey and c_nationkey = n2.n_nationkey and ( (n1.n_name = 'ETHIOPIA' and n2.n_name = 'FRANCE') or (n1.n_name = 'FRANCE' and n2.n_name = 'ETHIOPIA') ) and l_shipdate between date '1995-01-01' and date '1996-12-31' ) as shipping group by supp_nation, cust_nation, l_year order by supp_nation, cust_nation, l_year;""]","[""['FILTER_INTO_JOIN']""]"
172,tpch,"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'maroon%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1997-01-01' and l_shipdate < date '1997-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'MOZAMBIQUE' order by s_name;","SELECT supplier.s_name, supplier.s_address FROM supplier INNER JOIN (SELECT * FROM nation WHERE n_name = 'MOZAMBIQUE') AS t ON supplier.s_nationkey = t.n_nationkey INNER JOIN (SELECT partsupp.ps_suppkey FROM partsupp INNER JOIN (SELECT p_partkey FROM part WHERE p_name LIKE 'maroon%' GROUP BY p_partkey) AS t2 ON partsupp.ps_partkey = t2.p_partkey INNER JOIN (SELECT l_partkey, l_suppkey, SUM(l_quantity) AS f2 FROM lineitem WHERE l_shipdate >= DATE '1997-01-01' AND l_shipdate < (DATE '1997-01-01' + INTERVAL '1' YEAR) GROUP BY l_partkey, l_suppkey) AS t5 ON partsupp.ps_partkey = t5.l_partkey AND partsupp.ps_suppkey = t5.l_suppkey AND partsupp.ps_availqty > 0.5 * t5.f2 GROUP BY partsupp.ps_suppkey) AS t8 ON supplier.s_suppkey = t8.ps_suppkey ORDER BY supplier.s_name","['FILTER_INTO_JOIN', 'FILTER_PROJECT_TRANSPOSE', 'SORT_PROJECT_TRANSPOSE', 'FILTER_CORRELATE']","[""select sum(l_extendedprice* (1 - l_discount)) as revenue from lineitem, part where ( p_partkey = l_partkey and p_brand = 'Brand#24' and p_container in ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG') and l_quantity >= 9 and l_quantity <= 9 + 10 and p_size between 1 and 5 and l_shipmode in ('AIR', 'AIR REG') and l_shipinstruct = 'DELIVER IN PERSON' ) or ( p_partkey = l_partkey and p_brand = 'Brand#43' and p_container in ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK') and l_quantity >= 11 and l_quantity <= 11 + 10 and p_size between 1 and 10 and l_shipmode in ('AIR', 'AIR REG') and l_shipinstruct = 'DELIVER IN PERSON' ) or ( p_partkey = l_partkey and p_brand = 'Brand#42' and p_container in ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG') and l_quantity >= 22 and l_quantity <= 22 + 10 and p_size between 1 and 15 and l_shipmode in ('AIR', 'AIR REG') and l_shipinstruct = 'DELIVER IN PERSON' );""]","[""['FILTER_INTO_JOIN', 'AGGREGATE_PROJECT_MERGE', 'AGGREGATE_REMOVE']""]"
208,tpch,"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'orchid%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1993-01-01' and l_shipdate < date '1993-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'RUSSIA' order by s_name;","SELECT supplier.s_name, supplier.s_address FROM supplier INNER JOIN (SELECT * FROM nation WHERE n_name = 'RUSSIA') AS t ON supplier.s_nationkey = t.n_nationkey INNER JOIN (SELECT partsupp.ps_suppkey FROM partsupp INNER JOIN (SELECT p_partkey FROM part WHERE p_name LIKE 'orchid%' GROUP BY p_partkey) AS t2 ON partsupp.ps_partkey = t2.p_partkey INNER JOIN (SELECT l_partkey, l_suppkey, SUM(l_quantity) AS f2 FROM lineitem WHERE l_shipdate >= DATE '1993-01-01' AND l_shipdate < (DATE '1993-01-01' + INTERVAL '1' YEAR) GROUP BY l_partkey, l_suppkey) AS t5 ON partsupp.ps_partkey = t5.l_partkey AND partsupp.ps_suppkey = t5.l_suppkey AND partsupp.ps_availqty > 0.5 * t5.f2 GROUP BY partsupp.ps_suppkey) AS t8 ON supplier.s_suppkey = t8.ps_suppkey ORDER BY supplier.s_name","['FILTER_INTO_JOIN', 'FILTER_MERGE', 'FILTER_REDUCE_EXPRESSIONS']","[""select o_year, sum(case when nation = 'PERU' then volume else 0 end) / sum(volume) as mkt_share from ( select extract(year from o_orderdate) as o_year, l_extendedprice * (1 - l_discount) as volume, n2.n_name as nation from part, supplier, lineitem, orders, customer, nation n1, nation n2, region where p_partkey = l_partkey and s_suppkey = l_suppkey and l_orderkey = o_orderkey and o_custkey = c_custkey and c_nationkey = n1.n_nationkey and n1.n_regionkey = r_regionkey and r_name = 'AMERICA' and s_nationkey = n2.n_nationkey and o_orderdate between date '1995-01-01' and date '1996-12-31' and p_type = 'ECONOMY POLISHED BRASS' ) as all_nations group by o_year order by o_year;""]","[""['FILTER_INTO_JOIN']""]"
244,tpch,"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'metallic%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1993-01-01' and l_shipdate < date '1993-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'SAUDI ARABIA' order by s_name;","SELECT supplier.s_name, supplier.s_address FROM supplier INNER JOIN (SELECT * FROM nation WHERE n_name = 'SAUDI ARABIA') AS t ON supplier.s_nationkey = t.n_nationkey INNER JOIN (SELECT partsupp.ps_suppkey FROM partsupp INNER JOIN (SELECT p_partkey FROM part WHERE p_name LIKE 'metallic%' GROUP BY p_partkey) AS t2 ON partsupp.ps_partkey = t2.p_partkey INNER JOIN (SELECT l_partkey, l_suppkey, SUM(l_quantity) AS f2 FROM lineitem WHERE l_shipdate >= DATE '1993-01-01' AND l_shipdate < (DATE '1993-01-01' + INTERVAL '1' YEAR) GROUP BY l_partkey, l_suppkey) AS t5 ON partsupp.ps_partkey = t5.l_partkey AND partsupp.ps_suppkey = t5.l_suppkey AND partsupp.ps_availqty > 0.5 * t5.f2 GROUP BY partsupp.ps_suppkey) AS t8 ON supplier.s_suppkey = t8.ps_suppkey ORDER BY supplier.s_name","['FILTER_INTO_JOIN', 'FILTER_MERGE', 'JOIN_CONDITION_PUSH']","[""select supp_nation, cust_nation, l_year, sum(volume) as revenue from ( select n1.n_name as supp_nation, n2.n_name as cust_nation, extract(year from l_shipdate) as l_year, l_extendedprice * (1 - l_discount) as volume from supplier, lineitem, orders, customer, nation n1, nation n2 where s_suppkey = l_suppkey and o_orderkey = l_orderkey and c_custkey = o_custkey and s_nationkey = n1.n_nationkey and c_nationkey = n2.n_nationkey and ( (n1.n_name = 'ETHIOPIA' and n2.n_name = 'GERMANY') or (n1.n_name = 'GERMANY' and n2.n_name = 'ETHIOPIA') ) and l_shipdate between date '1995-01-01' and date '1996-12-31' ) as shipping group by supp_nation, cust_nation, l_year order by supp_nation, cust_nation, l_year;""]","[""['FILTER_INTO_JOIN']""]"
260,tpch,"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'pink%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1995-01-01' and l_shipdate < date '1995-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'JORDAN' order by s_name;","SELECT supplier.s_name, supplier.s_address FROM supplier INNER JOIN (SELECT * FROM nation WHERE n_name = 'JORDAN') AS t ON supplier.s_nationkey = t.n_nationkey INNER JOIN (SELECT partsupp.ps_suppkey FROM partsupp INNER JOIN (SELECT p_partkey FROM part WHERE p_name LIKE 'pink%' GROUP BY p_partkey) AS t2 ON partsupp.ps_partkey = t2.p_partkey INNER JOIN (SELECT l_partkey, l_suppkey, SUM(l_quantity) AS f2 FROM lineitem WHERE l_shipdate >= DATE '1995-01-01' AND l_shipdate < (DATE '1995-01-01' + INTERVAL '1' YEAR) GROUP BY l_partkey, l_suppkey) AS t5 ON partsupp.ps_partkey = t5.l_partkey AND partsupp.ps_suppkey = t5.l_suppkey AND partsupp.ps_availqty > 0.5 * t5.f2 GROUP BY partsupp.ps_suppkey) AS t8 ON supplier.s_suppkey = t8.ps_suppkey ORDER BY supplier.s_name","['FILTER_SCAN', 'FILTER_PROJECT_TRANSPOSE', 'JOIN_PROJECT_BOTH_TRANSPOSE', 'FILTER_INTO_JOIN', 'FILTER_MERGE']","[""select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#42' and p_type not like 'LARGE BRUSHED%' and p_size in (50, 42, 19, 8, 14, 6, 31, 29) and ps_suppkey not in ( select s_suppkey from supplier where s_comment like '%Customer%Complaints%' ) group by p_brand, p_type, p_size order by supplier_cnt desc, p_brand, p_type, p_size;""]","[""['FILTER_SCAN', 'FILTER_PROJECT_TRANSPOSE', 'JOIN_PROJECT_BOTH_TRANSPOSE', 'AGGREGATE_PROJECT_MERGE', 'AGGREGATE_UNION_AGGREGATE']""]"
289,tpch,"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'burlywood%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1997-01-01' and l_shipdate < date '1997-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'JORDAN' order by s_name;","SELECT supplier.s_name, supplier.s_address FROM supplier INNER JOIN (SELECT * FROM nation WHERE n_name = 'JORDAN') AS t ON supplier.s_nationkey = t.n_nationkey INNER JOIN (SELECT partsupp.ps_suppkey FROM partsupp INNER JOIN (SELECT p_partkey FROM part WHERE p_name LIKE 'burlywood%' GROUP BY p_partkey) AS t2 ON partsupp.ps_partkey = t2.p_partkey INNER JOIN (SELECT l_partkey, l_suppkey, SUM(l_quantity) AS f2 FROM lineitem WHERE l_shipdate >= DATE '1997-01-01' AND l_shipdate < (DATE '1997-01-01' + INTERVAL '1' YEAR) GROUP BY l_partkey, l_suppkey) AS t5 ON partsupp.ps_partkey = t5.l_partkey AND partsupp.ps_suppkey = t5.l_suppkey AND partsupp.ps_availqty > 0.5 * t5.f2 GROUP BY partsupp.ps_suppkey) AS t8 ON supplier.s_suppkey = t8.ps_suppkey ORDER BY supplier.s_name","['FILTER_SCAN', 'FILTER_REDUCE_EXPRESSIONS', 'FILTER_CORRELATE', 'FILTER_PROJECT_TRANSPOSE', 'FILTER_SET_OP_TRANSPOSE', 'JOIN_CONDITION_PUSH', 'JOIN_LEFT_UNION_TRANSPOSE', 'JOIN_RIGHT_UNION_TRANSPOSE', 'JOIN_REDUCE_EXPRESSIONS', 'JOIN_PROJECT_BOTH_TRANSPOSE', 'JOIN_PROJECT_LEFT_TRANSPOSE', 'JOIN_PROJECT_RIGHT_TRANSPOSE', 'SORT_JOIN_TRANSPOSE', 'SORT_PROJECT_TRANSPOSE', 'SORT_UNION_TRANSPOSE', 'SORT_REMOVE_CONSTANT_KEYS', 'SORT_REMOVE']","[""select p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt from partsupp, part where p_partkey = ps_partkey and p_brand <> 'Brand#41' and p_type not like 'MEDIUM POLISHED%' and p_size in (24, 11, 8, 49, 26, 33, 6, 3) and ps_suppkey not in ( select s_suppkey from supplier where s_comment like '%Customer%Complaints%' ) group by p_brand, p_type, p_size order by supplier_cnt desc, p_brand, p_type, p_size;""]","[""['FILTER_SCAN', 'FILTER_REDUCE_EXPRESSIONS', 'FILTER_CORRELATE', 'FILTER_PROJECT_TRANSPOSE', 'FILTER_SET_OP_TRANSPOSE', 'FILTER_AGGREGATE_TRANSPOSE', 'AGGREGATE_ANY_PULL_UP_CONSTANTS', 'AGGREGATE_PROJECT_MERGE', 'AGGREGATE_EXPAND_DISTINCT_AGGREGATES', 'AGGREGATE_JOIN_TRANSPOSE_EXTENDED', 'AGGREGATE_EXPAND_DISTINCT_AGGREGATES_TO_JOIN', 'AGGREGATE_UNION_TRANSPOSE', 'AGGREGATE_REMOVE', 'JOIN_CONDITION_PUSH', 'JOIN_LEFT_UNION_TRANSPOSE', 'JOIN_RIGHT_UNION_TRANSPOSE', 'JOIN_REDUCE_EXPRESSIONS', 'JOIN_PROJECT_BOTH_TRANSPOSE', 'JOIN_PROJECT_LEFT_TRANSPOSE', 'JOIN_PROJECT_RIGHT_TRANSPOSE', 'SEMI_JOIN_REMOVE', 'SORT_JOIN_TRANSPOSE', 'SORT_PROJECT_TRANSPOSE', 'SORT_UNION_TRANSPOSE', 'SORT_REMOVE_CONSTANT_KEYS', 'SORT_REMOVE']""]"
324,tpch,"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'salmon%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1994-01-01' and l_shipdate < date '1994-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'MOROCCO' order by s_name;","SELECT supplier.s_name, supplier.s_address FROM supplier INNER JOIN (SELECT * FROM nation WHERE n_name = 'MOROCCO') AS t ON supplier.s_nationkey = t.n_nationkey INNER JOIN (SELECT partsupp.ps_suppkey FROM partsupp INNER JOIN (SELECT p_partkey FROM part WHERE p_name LIKE 'salmon%' GROUP BY p_partkey) AS t2 ON partsupp.ps_partkey = t2.p_partkey INNER JOIN (SELECT l_partkey, l_suppkey, SUM(l_quantity) AS f2 FROM lineitem WHERE l_shipdate >= DATE '1994-01-01' AND l_shipdate < (DATE '1994-01-01' + INTERVAL '1' YEAR) GROUP BY l_partkey, l_suppkey) AS t5 ON partsupp.ps_partkey = t5.l_partkey AND partsupp.ps_suppkey = t5.l_suppkey AND partsupp.ps_availqty > 0.5 * t5.f2 GROUP BY partsupp.ps_suppkey) AS t8 ON supplier.s_suppkey = t8.ps_suppkey ORDER BY supplier.s_name","['FILTER_INTO_JOIN', 'FILTER_REDUCE_EXPRESSIONS']","[""select supp_nation, cust_nation, l_year, sum(volume) as revenue from ( select n1.n_name as supp_nation, n2.n_name as cust_nation, extract(year from l_shipdate) as l_year, l_extendedprice * (1 - l_discount) as volume from supplier, lineitem, orders, customer, nation n1, nation n2 where s_suppkey = l_suppkey and o_orderkey = l_orderkey and c_custkey = o_custkey and s_nationkey = n1.n_nationkey and c_nationkey = n2.n_nationkey and ( (n1.n_name = 'RUSSIA' and n2.n_name = 'UNITED STATES') or (n1.n_name = 'UNITED STATES' and n2.n_name = 'RUSSIA') ) and l_shipdate between date '1995-01-01' and date '1996-12-31' ) as shipping group by supp_nation, cust_nation, l_year order by supp_nation, cust_nation, l_year;""]","[""['FILTER_INTO_JOIN']""]"
338,tpch,"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'plum%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1993-01-01' and l_shipdate < date '1993-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'UNITED KINGDOM' order by s_name;","SELECT supplier.s_name, supplier.s_address FROM supplier INNER JOIN (SELECT * FROM nation WHERE n_name = 'UNITED KINGDOM') AS t ON supplier.s_nationkey = t.n_nationkey INNER JOIN (SELECT partsupp.ps_suppkey FROM partsupp INNER JOIN (SELECT p_partkey FROM part WHERE p_name LIKE 'plum%' GROUP BY p_partkey) AS t2 ON partsupp.ps_partkey = t2.p_partkey INNER JOIN (SELECT l_partkey, l_suppkey, SUM(l_quantity) AS f2 FROM lineitem WHERE l_shipdate >= DATE '1993-01-01' AND l_shipdate < (DATE '1993-01-01' + INTERVAL '1' YEAR) GROUP BY l_partkey, l_suppkey) AS t5 ON partsupp.ps_partkey = t5.l_partkey AND partsupp.ps_suppkey = t5.l_suppkey AND partsupp.ps_availqty > 0.5 * t5.f2 GROUP BY partsupp.ps_suppkey) AS t8 ON supplier.s_suppkey = t8.ps_suppkey ORDER BY supplier.s_name","['FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH', 'SORT_PROJECT_TRANSPOSE']","[""select sum(l_extendedprice* (1 - l_discount)) as revenue from lineitem, part where ( p_partkey = l_partkey and p_brand = 'Brand#55' and p_container in ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG') and l_quantity >= 3 and l_quantity <= 3 + 10 and p_size between 1 and 5 and l_shipmode in ('AIR', 'AIR REG') and l_shipinstruct = 'DELIVER IN PERSON' ) or ( p_partkey = l_partkey and p_brand = 'Brand#22' and p_container in ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK') and l_quantity >= 19 and l_quantity <= 19 + 10 and p_size between 1 and 10 and l_shipmode in ('AIR', 'AIR REG') and l_shipinstruct = 'DELIVER IN PERSON' ) or ( p_partkey = l_partkey and p_brand = 'Brand#31' and p_container in ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG') and l_quantity >= 29 and l_quantity <= 29 + 10 and p_size between 1 and 15 and l_shipmode in ('AIR', 'AIR REG') and l_shipinstruct = 'DELIVER IN PERSON' );""]","[""['AGGREGATE_EXPAND_DISTINCT_AGGREGATES_TO_JOIN', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH']""]"
354,tpch,"select s_name, s_address from supplier, nation where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'powder%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1995-01-01' and l_shipdate < date '1995-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'ALGERIA' order by s_name;","SELECT supplier.s_name, supplier.s_address FROM supplier INNER JOIN (SELECT * FROM nation WHERE n_name = 'ALGERIA') AS t ON supplier.s_nationkey = t.n_nationkey INNER JOIN (SELECT partsupp.ps_suppkey FROM partsupp INNER JOIN (SELECT p_partkey FROM part WHERE p_name LIKE 'powder%' GROUP BY p_partkey) AS t2 ON partsupp.ps_partkey = t2.p_partkey INNER JOIN (SELECT l_partkey, l_suppkey, SUM(l_quantity) AS f2 FROM lineitem WHERE l_shipdate >= DATE '1995-01-01' AND l_shipdate < (DATE '1995-01-01' + INTERVAL '1' YEAR) GROUP BY l_partkey, l_suppkey) AS t5 ON partsupp.ps_partkey = t5.l_partkey AND partsupp.ps_suppkey = t5.l_suppkey AND partsupp.ps_availqty > 0.5 * t5.f2 GROUP BY partsupp.ps_suppkey) AS t8 ON supplier.s_suppkey = t8.ps_suppkey ORDER BY supplier.s_name","['FILTER_SCAN', 'FILTER_PROJECT_TRANSPOSE', 'FILTER_CORRELATE', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH', 'JOIN_PROJECT_BOTH_TRANSPOSE', 'SORT_PROJECT_TRANSPOSE', 'SORT_REMOVE_CONSTANT_KEYS']","[""select 100.00 * sum(case when p_type like 'PROMO%' then l_extendedprice * (1 - l_discount) else 0 end) / sum(l_extendedprice * (1 - l_discount)) as promo_revenue from lineitem, part where l_partkey = p_partkey and l_shipdate >= date '1997-02-01' and l_shipdate < date '1997-02-01' + interval '1' month;""]","[""['FILTER_SCAN', 'FILTER_PROJECT_TRANSPOSE', 'FILTER_CORRELATE', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH', 'JOIN_PROJECT_BOTH_TRANSPOSE', 'PROJECT_CALC_MERGE', 'PROJECT_CORRELATE_TRANSPOSE', 'CALC_MERGE', 'CALC_REMOVE', 'AGGREGATE_PROJECT_MERGE']""]"
